Ln Peak WS,Name,Draft Year,Pick,Draft Age,Position,Height (cm),Weight (lbs),Games,Games Started Percentage,Minutes Played,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Total Rebound Percentage,Assist Percentage,Block Percentage,Turnover Percentage,Usage Rate,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 40 Minutes,MM Games Played,MM Final Four,MM Champ,MM Games Started Percentage,MM Minutes Played,MM Field Goals Per Game,MM Field Goal Attempts Per Game,MM Field Goal Percentage,MM 2-Point Field Goals Per Game,MM 2-Point Field Goal Attempts Per Game,MM 2-Point Field Goal Percentage,MM 3-Point Field Goals Per Game,MM 3-Point Field Goal Attempts Per Game,MM 3-Point Field Goal Percentage,MM Free Throws Per Game,MM Free Throw Attempts Per Game,MM Free Throw Percentage,MM Offensive Rebounds Per Game,MM Defensive Rebounds Per Game,MM Total Rebounds Per Game,MM Assists Per Game,MM Steals Per Game,MM Blocks Per Game,MM Turnovers Per Game,MM Personal Fouls Per Game,MM Points Per Game,MM Points Delta,MM Rebounds Delta,MM Assists Delta,MM Steals Delta,MM Blocks Delta,MM Points Delta Squared,MM Rebounds Delta Squared,MM Assists Delta Squared,MM Steals Delta Squared,MM Blocks Delta Squared
1.548066566,Billy Owens,1991,3,22.08333333,Forward,203,220,32,1,38,8.8,17.3,0.509,8.1,15.5,0.522,0.7,1.8,0.397,4.9,7.3,0.674,1.93575,4.6565,11.6,3.5,2.4,1.2,3.5,2.7,23.3,8.29,0.56,0.53,0.105,0.421,12.0730303,16.53393939,2.918787879,14.5,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,1,40,9,19,0.473684,8,16,0.5,1,3,0.333333,3,4,0.75,4,3,7,1,0,1,3,3,22,-1.3,-4.6,-2.5,-2.4,-0.2,1.69,21.16,6.25,5.76,0.04
1.986351119,Dikembe Mutombo,1991,4,25,Center,218,245,32,0.962664454,34.1,5.3,9.1,0.586,5.3,9.1,0.586,0,0,0,4.6,6.5,0.703,1.93575,4.6565,12.2,1.6,0.6,4.7,2.3,2.8,15.2,14.31,0.626,0.586,0,0.721,12.0730303,16.53393939,2.918787879,15.8,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.451816521,38.5,6,10.5,0.571429,6,10.5,0.571429,0,0,0,3,3.5,0.857143,4.5,6,10.5,0.5,0.5,3,4,2.5,15,-0.2,-1.7,-1.1,-0.1,-1.7,0.04,2.89,1.21,0.01,2.89
2.104134154,Steve Smith,1991,5,22.25,Guard,201,200,30,0.962664454,37.8,8.9,18.9,0.473,6.7,13.5,0.5,2.2,5.4,0.407,5,6.2,0.802,1.93575,4.6565,6.1,3.6,0.5,0.2,3.3,2.5,25.1,9.33,0.574,0.532,0.286,0.33,12.0730303,16.53393939,2.918787879,13.2,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.451816521,40,8.5,18,0.472222,5.5,10.5,0.52381,3,7.5,0.4,3.5,4.5,0.777778,0,5,5,2.5,0.5,0,2.5,2.5,23.5,-1.6,-1.1,-1.1,0,-0.2,2.56,1.21,1.21,0,0.04
0.469217157,Doug Smith,1991,6,21.75,Forward,208,220,30,0.962664454,35,9.2,18.4,0.497,9.1,17.8,0.508,0.1,0.6,0,5.2,6.3,0.821,1.93575,4.6565,10.4,3.2,2.1,1.4,3.5,3.3,23.6,9.53,0.551,0.5,0.033,0.344,12.0730303,16.53393939,2.918787879,14.1,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.616057099,Luc Longley,1991,7,22.41666667,Center,218,265,30,0.962664454,35.6,7.6,11.6,0.656,7.6,11.6,0.66,0,0.1,0,3.9,5.4,0.716,1.93575,4.6565,9.2,3.6,0.9,3.2,3.8,2.8,19.1,2.42,0.674,0.656,0.006,0.464,12.0730303,16.53393939,2.918787879,21,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,0.451816521,36,6,13,0.461538,6,12,0.5,0,1,0,4,6,0.666667,2,7,9,1,2,3,3,3,16,-3.1,-0.2,-2.6,1.1,-0.2,9.61,0.04,6.76,1.21,0.04
-0.891598119,Mark Macon,1991,8,22.16666667,Guard,193,185,31,0.962664454,38.4,8.2,18.6,0.439,5.7,12.7,0.449,2.5,5.9,0.418,3.2,4.1,0.766,1.93575,4.6565,4.9,2.3,2.1,0.1,1.8,2.2,22,6.37,0.535,0.506,0.318,0.221,12.0730303,16.53393939,2.918787879,8.2,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,4,0,0,0.451816521,39,9,18.5,0.486486,7,14.25,0.491228,2,4.25,0.470588,4,4.75,0.842105,1.25,3.25,4.5,1.75,2,0,1,3.25,24,2,-0.4,-0.55,-0.1,-0.1,4,0.16,0.3025,0.01,0.01
1.882072269,Stacey Augmon,1991,9,22.83333333,Forward,198,205,35,0.962664454,30.3,6.3,10.7,0.587,5.2,8.4,0.619,1.1,2.3,0.469,2.9,4,0.727,1.93575,4.6565,7.3,3.6,2.2,0.8,1.8,2.2,16.5,4.34,0.656,0.637,0.216,0.371,12.0730303,16.53393939,2.918787879,12.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,5,1,0,0.451816521,34.8,5.4,10,0.54,4.4,8.2,0.536585,1,1.8,0.555556,0.8,1.6,0.5,3.2,3.2,6.4,2.4,2,0.8,1.8,2,12.6,-3.9,-0.9,-1.2,-0.2,0,15.21,0.81,1.44,0.04,0
2.383829875,Terrell Brandon,1991,11,21.08333333,Guard,180,180,28,1,39.6,9.8,19.9,0.491,8.3,15.6,0.533,1.4,4.3,0.336,5.7,6.7,0.85,1.93575,4.6565,3.6,5,2.3,0.1,3.6,2,26.6,10.14,0.578,0.527,0.214,0.336,12.0730303,16.53393939,2.918787879,13.7,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.469581138,Greg Anthony,1991,12,23.58333333,Guard,183,176,35,0.962664454,31.4,4,8.8,0.456,2.7,5.6,0.492,1.3,3.3,0.395,2.3,2.9,0.775,1.93575,4.6565,2.5,8.9,2.4,0.4,1.9,1.9,11.6,4.34,0.568,0.529,0.369,0.33,12.0730303,16.53393939,2.918787879,16,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,5,1,0,0.451816521,34.6,4.8,11.4,0.421053,4,9.6,0.416667,0.8,1.8,0.444444,2.8,3.4,0.823529,1,2.6,3.6,8,2.2,0,1.6,2.6,13.2,1.6,1.1,-0.9,-0.2,-0.4,2.56,1.21,0.81,0.04,0.16
2.017956458,Dale Davis,1991,13,22.25,Forward,211,230,28,1,34.7,6.8,12.8,0.532,6.8,12.8,0.535,0,0.1,0,4.3,7.3,0.58,1.93575,4.6565,12.1,1.3,1.3,2.6,2.4,3.4,17.9,8.99,0.549,0.532,0.006,0.571,12.0730303,16.53393939,2.918787879,12.6,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.325234104,Anthony Avent,1991,15,21.66666667,Forward,206,235,34,1,32.8,6.7,11.6,0.577,6.7,11.6,0.577,0,0,0,4.4,5.9,0.75,1.93575,4.6565,9.9,1.6,0.9,1.2,2.5,3,17.8,10.02,0.618,0.577,0,0.506,12.0730303,16.53393939,2.918787879,14.6,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,4,0,0,0.451816521,28.75,6,11.75,0.510638,6,11.75,0.510638,0,0,0,2.5,4.25,0.588235,2,4.75,6.75,1.5,0.75,1.75,1.75,2.5,14.5,-3.3,-3.15,-0.1,-0.15,0.55,10.89,9.9225,0.01,0.0225,0.3025
1.340606177,Chris Gatling,1991,16,23.75,Forward,208,220,32,0.9375,31.3,7.8,12.7,0.62,7.8,12.6,0.621,0,0,0,5.3,7.7,0.692,1.93575,4.6565,11.1,0.8,1.9,2.7,2.8,3.2,21,-0.24,0.644,0.62,0.002,0.61,12.0730303,16.53393939,2.918787879,14.7,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.851371186,Victor Alexander,1991,17,21.83333333,Center,206,265,31,0.935483871,32.9,9.5,14.4,0.659,9.5,14.4,0.659,0,0,0,4.4,6.5,0.677,1.93575,4.6565,9,1.2,1.1,1.6,2.7,2.5,23.4,13.62,0.669,0.659,0,0.451,12.0730303,16.53393939,2.918787879,13.6,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.006079046,LaBradford Smith,1991,19,22.16666667,Guard,190,200,30,0.962664454,34.4,5.8,12,0.482,4.5,8.3,0.536,1.3,3.6,0.358,3.8,4.6,0.825,1.93575,4.6565,3.7,4.9,2.1,0.2,3.6,2.8,16.6,7.48,0.587,0.536,0.304,0.382,12.0730303,16.53393939,2.918787879,20.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.810786344,Eric Murdock,1991,21,23,Guard,185,190,32,0.962664454,34.7,8.2,18.4,0.445,6.4,13.4,0.48,1.8,5,0.35,7.4,9.2,0.812,1.93575,4.6565,5.3,4.6,3.5,0.2,3.7,3.1,25.6,6.96,0.562,0.492,0.272,0.497,12.0730303,16.53393939,2.918787879,14,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.68504997,LeRon Ellis,1991,22,22.16666667,Forward,206,225,32,1,29,4.4,8.8,0.507,4.4,8.6,0.514,0,0.1,0,2.3,3.7,0.605,1.93575,4.6565,7.7,1.3,1.9,2.5,1.4,3.4,11.1,8.29,0.529,0.507,0.014,0.425,12.0730303,16.53393939,2.918787879,11.6,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,1,37,4,5,0.8,4,5,0.8,0,0,0,4,6,0.666667,3,2,5,0,0,3,1,2,12,0.9,-2.7,-1.3,-1.9,0.5,0.81,7.29,1.69,3.61,0.25
0.354934299,Stanley Roberts,1991,23,21.33333333,Center,213,285,32,0.962664454,26.8,6.3,11.2,0.56,6.3,11.1,0.562,0,0,0,1.6,3.5,0.459,1.93575,4.6565,9.8,1.3,0.6,1.9,1.8,3.8,14.1,7.61,0.55,0.56,0.003,0.311,12.0730303,16.53393939,2.918787879,12,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.438385948,Rick Fox,1991,24,21.91666667,Forward,201,230,35,0.914285714,28.5,5.9,13,0.453,4,7.4,0.537,1.9,5.6,0.342,3.2,3.9,0.804,1.93575,4.6565,6.6,3.7,2,0.5,2.9,2.9,16.9,10.91,0.567,0.526,0.431,0.303,12.0730303,16.53393939,2.918787879,16.4,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,5,1,0,0.2,28.6,5.6,13.6,0.411765,4.4,8.6,0.511628,1.2,5,0.24,1.2,1.2,1,2.6,3.4,6,4.6,1.8,0.8,2.6,3,13.6,-3.3,-0.6,0.9,-0.2,0.3,10.89,0.36,0.81,0.04,0.09
-0.372404246,Mark Randall,1991,26,23.75,Forward,203,235,35,0.971428571,29.3,5.9,9.1,0.643,5.8,9,0.648,0,0.1,0,3.2,5.1,0.635,1.93575,4.6565,6.2,2.3,0.9,0.2,2.5,2.9,15,11.37,0.649,0.644,0.013,0.558,12.0730303,16.53393939,2.918787879,17.9,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,6,1,0,0.451816521,32.333333,4.666667,8.833333,0.528302,4.5,8.666667,0.519231,0.166667,0.166667,1,1.833333,3.833333,0.478261,2.833333,4.5,7.333333,3.5,0.833333,0,2,3.166667,11.333333,-3.666667,1.133333,1.2,-0.066667,-0.2,13.44444689,1.284443689,1.44,0.004444489,0.04
0.619569572,Pete Chilcutt,1991,27,22.75,Forward,208,230,35,0.942857143,26.8,5,9.3,0.538,4.9,8.7,0.556,0.1,0.5,0,1.9,2.4,0.765,1.93575,4.6565,6.6,1.3,1.2,1,1.7,1.1,12,10.91,0.575,0.546,0.058,0.262,12.0730303,16.53393939,2.918787879,14.1,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,5,1,0,0.2,26,4.6,9,0.511111,4.6,8.4,0.547619,0,0.6,0,1.2,1.8,0.666667,2.8,4,6.8,0.8,1.6,1,1.4,1.4,10.4,-1.6,0.2,-0.5,0.4,0,2.56,0.04,0.25,0.16,0
-0.891598119,Kevin Lynch,1991,28,22.5,Guard,196,195,28,0.962664454,34,6.8,14.8,0.46,5.3,10.9,0.484,1.5,3.8,0.393,3,3.6,0.832,1.93575,4.6565,4.3,3.2,1.7,0.3,2.1,2,18.1,8.3,0.549,0.511,0.259,0.245,12.0730303,16.53393939,2.918787879,11.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.454489821,Randy Brown,1991,31,23.08333333,Guard,188,190,29,0.962664454,31.6,3.8,9.5,0.399,3.4,8.3,0.417,0.3,1.2,0.278,4.2,6,0.691,1.93575,4.6565,4,6.4,2.4,0.2,3.6,2.9,12.1,1.81,0.489,0.417,0.13,0.634,12.0730303,16.53393939,2.918787879,22.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,0.451816521,30,3,7,0.428571,2,5,0.4,1,2,0.5,5,6,0.833333,0,3,3,4,1,1,2,5,12,-0.1,-1,-2.4,-1.4,0.8,0.01,1,5.76,1.96,0.64
-0.190082689,Donald Hodge,1991,33,22.33333333,Center,213,230,34,0.962664454,34.9,4.3,8.1,0.535,4.3,8.1,0.535,0,0,0,3,4.1,0.716,1.93575,4.6565,6.9,1,0.7,0.9,1.6,2.4,11.6,6.37,0.578,0.535,0,0.513,12.0730303,16.53393939,2.918787879,13.9,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,4,0,0,0.451816521,36.5,3.5,5.5,0.636364,3.5,5.5,0.636364,0,0,0,3,4.25,0.705882,2,3.5,5.5,1.25,0.25,0.75,1.5,2.25,10,-1.6,-1.4,0.25,-0.45,-0.15,2.56,1.96,0.0625,0.2025,0.0225
0.911031022,Mike Iuzzolino,1991,35,23.41666667,Guard,178,175,32,1,36.5,7.1,13.1,0.542,3.9,7,0.554,3.2,6.1,0.528,6.7,7.6,0.885,1.93575,4.6565,3,4,0.9,0,2.5,1.8,24.1,-5,0.722,0.665,0.465,0.58,12.0730303,16.53393939,2.918787879,12.9,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,1,35,7,13,0.538462,4,5,0.8,3,8,0.375,3,4,0.75,0,1,1,6,0,0,5,4,20,-4.1,-2,2,-0.9,0,16.81,4,4,0.81,0
-0.060829561,Chris Corchiani,1991,36,23.25,Guard,183,185,31,1,37.7,5.2,11.1,0.466,3.5,6.7,0.524,1.6,4.4,0.378,4.3,5.3,0.822,1.93575,4.6565,2.5,9.6,2.9,0.1,3.8,2.9,16.3,9.34,0.601,0.541,0.394,0.475,3.7,38.5,0.2,22.1,20.7,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.5,38,5.5,8.5,0.647059,3,5.5,0.545455,2.5,3,0.833333,6.5,7,0.928571,0,3,3,8.5,2,0,5.5,3.5,20,3.7,0.5,-1.1,-0.9,-0.1,13.69,0.25,1.21,0.81,0.01
1.311457378,Elliot Perry,1991,37,22.25,Guard,183,150,32,0.962664454,36.5,7.3,15.8,0.464,5.8,11.6,0.501,1.5,4.3,0.36,4.6,5.8,0.793,1.93575,4.6565,3.5,4.6,2.7,0,3.4,1.8,20.8,4.27,0.559,0.512,0.268,0.363,12.0730303,16.53393939,2.918787879,15.4,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.986908299,Jimmy Oliver,1991,39,21.91666667,Guard,196,205,29,1,35.4,6.5,14,0.466,3.8,7.7,0.495,2.7,6.3,0.429,3.4,4,0.861,1.93575,4.6565,4.6,3.1,0.7,0.3,2.5,1.6,19.2,8.87,0.604,0.563,0.453,0.283,12.0730303,16.53393939,2.918787879,13.5,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,0.451816521,40,8,19,0.421053,3,9,0.333333,5,10,0.5,0,0,0,1,1,2,2,0,0,2,1,21,1.8,-2.6,-1.1,-0.7,-0.3,3.24,6.76,1.21,0.49,0.09
-0.476082675,Doug Overton,1991,40,21.83333333,Guard,190,190,25,0.962664454,38.4,8,17.9,0.445,5.8,11.5,0.505,2.2,6.4,0.338,4.2,5.1,0.828,1.93575,4.6565,4.2,5,2,0,3.6,2.5,22.3,0.8,0.549,0.506,0.358,0.286,12.0730303,16.53393939,2.918787879,15.2,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.676094724,Bobby Phills,1991,45,21.5,Guard,196,210,28,0.962664454,35.2,9.3,22.9,0.406,4.9,10.3,0.476,4.4,12.6,0.348,5.4,7.5,0.72,1.93575,4.6565,4.7,1.9,3.2,0.5,2.3,2.410366625,28.4,-12.6,0.536,0.502,0.551,0.329,12.0730303,16.53393939,2.918787879,7.8,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.093090423,Richard Dumas,1991,46,22.08333333,Forward,201,200,12,0.583333333,23,5.2,9.4,0.549,5.2,9.2,0.564,0,0.3,0,2.3,3.7,0.636,1.93575,4.6565,5.4,2.3,1.5,0.4,2.8,1.7,12.7,8.78,0.568,0.549,0.027,0.389,12.0730303,16.53393939,2.918787879,20.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.241100009,Derrick Coleman,1990,1,23,Forward,208,230,33,0.939393939,35.3,5.9,10.7,0.551,5.4,9.4,0.576,0.5,1.2,0.366,5.7,8,0.715,1.93575,4.6565,12.1,2.9,1.5,2,2.7,3.1,17.9,8.85,0.62,0.572,0.116,0.747,12.0730303,16.53393939,2.918787879,15.9,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,3,0,0,0.333333333,39.333333,4.666667,9.666667,0.482759,3.333333,7,0.47619,1.333333,2.666667,0.5,5.333333,8,0.666667,3,8,11,5.666667,0.666667,1,3.666667,3.333333,16,-1.9,-1.1,2.766667,-0.833333,-1,3.61,1.21,7.654446289,0.694443889,1
2.261763098,Gary Payton,1990,2,21.91666667,Guard,193,180,29,1,37.8,9.9,19.7,0.504,8.1,14.3,0.569,1.8,5.4,0.333,4.1,5.9,0.69,1.93575,4.6565,4.7,8.1,3.4,0.5,3.7,3.6,25.7,6.91,0.572,0.55,0.273,0.299,12.0730303,16.53393939,2.918787879,14,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,0.451816521,28,3,12,0.25,2,8,0.25,1,4,0.25,4,4,1,1,4,5,3,2,0,3,5,11,-14.7,0.3,-5.1,-1.4,-0.5,216.09,0.09,26.01,1.96,0.25
1.910318218,Mahmoud Abdul-Rauf,1990,3,21.25,Guard,185,162,32,0.962664454,37.6,9.5,20.7,0.461,6.8,13,0.522,2.8,7.7,0.358,6,6.6,0.91,1.93575,4.6565,2.5,3.2,1.6,0,3.7,2.1,27.8,7.61,0.584,0.527,0.372,0.317,12.0730303,16.53393939,2.918787879,13.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.451816521,35,5.5,13.5,0.407407,4,8,0.5,1.5,5.5,0.272727,2,2,1,0,2.5,2.5,3,0.5,0.5,4,3.5,14.5,-13.3,0,-0.2,-1.1,0.5,176.89,0,0.04,1.21,0.25
1.636148689,Dennis Scott,1990,4,21.75,Forward,203,229,35,1,39.1,9.6,20.6,0.465,5.7,11.2,0.509,3.9,9.5,0.414,4.6,5.8,0.793,1.93575,4.6565,6.6,2,1.8,0.9,2.6,2.1,27.7,10.33,0.593,0.56,0.458,0.281,12.0730303,16.53393939,2.918787879,9.9,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,5,1,0,0.2,40.6,10.2,23,0.443478,5.4,12.2,0.442623,4.8,10.8,0.444444,5.4,7,0.771429,1.6,4.8,6.4,1.4,1.6,0,2.4,3.2,30.6,2.9,-0.2,-0.6,-0.2,-0.9,8.41,0.04,0.36,0.04,0.81
1.66179851,Kendall Gill,1990,5,22.08333333,Guard,196,195,29,1,34.5,7.3,14.6,0.5,6.5,12.3,0.528,0.8,2.3,0.348,4.7,6,0.777,1.93575,4.6565,4.9,3.3,2.2,0.6,2.5,2.3,20,9.89,0.575,0.527,0.156,0.415,12.0730303,16.53393939,2.918787879,12.5,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,1,39,9,15,0.6,4,8,0.5,5,7,0.714286,5,8,0.625,4,3,7,0,2,0,4,4,28,8,2.1,-3.3,-0.2,-0.6,64,4.41,10.89,0.04,0.36
1.108984847,Felton Spencer,1990,6,22.41666667,Center,213,265,35,1,28.4,5.4,7.9,0.681,5.4,7.9,0.681,0,0,0,4.2,5.8,0.716,1.93575,4.6565,8.4,1.3,0.7,2,2.3,3.6,14.9,6.65,0.7,0.681,0,0.739,12.0730303,16.53393939,2.918787879,17.8,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.5,35.5,5.5,9.5,0.578947,5.5,9.5,0.578947,0,0,0,4.5,6.5,0.692308,3,6,9,1.5,1,1.5,4,2.5,15.5,0.6,0.6,0.2,0.3,-0.5,0.36,0.36,0.04,0.09,0.25
1.238517713,Lionel Simmons,1990,7,21.58333333,Forward,201,210,32,0.962664454,38.1,10.5,20.4,0.513,9.5,18.4,0.517,1,2,0.477,4.6,6.9,0.661,1.93575,4.6565,11.1,3.6,1.9,2,2.8,2.2,26.5,-1.34,0.559,0.537,0.1,0.338,12.0730303,16.53393939,2.918787879,10.7,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.5,39,12.5,23.5,0.531915,10.5,18,0.583333,2,5.5,0.363636,3,4,0.75,4,7,11,3,2.5,2,2,3.5,30,3.5,-0.1,-0.6,0.6,0,12.25,0.01,0.36,0.36,0
-2.549826196,Bo Kimble,1990,8,24.16666667,Guard,193,190,32,1,32.9,12.6,23.8,0.529,9.8,17.6,0.554,2.9,6.3,0.46,7.2,8.4,0.862,1.93575,4.6565,7.7,1.9,2.9,0.7,2.4,3,35.3,1.94,0.635,0.59,0.262,0.351,12.0730303,16.53393939,2.918787879,8.1,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,4,0,0,0.25,37,12.75,30.25,0.421488,9,22,0.409091,3.75,8.25,0.454545,6.5,7.25,0.896552,4.5,6,10.5,2.25,3,0,3.25,4,35.75,0.45,2.8,0.35,0.1,-0.7,0.2025,7.84,0.1225,0.01,0.49
0.982532347,Willie Burton,1990,9,22.08333333,Forward,203,210,32,0.96875,31.3,6.6,12.7,0.519,4.9,8.4,0.587,1.6,4.3,0.382,4.5,5.8,0.77,1.93575,4.6565,6.4,1.8,1.2,0.8,2.7,2.8,19.3,8.93,0.624,0.583,0.336,0.462,12.0730303,16.53393939,2.918787879,15,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,4,0,0,0.25,32,8.75,14.75,0.59322,6.5,9.5,0.684211,2.25,5.25,0.428571,4.5,6,0.75,3.5,3,6.5,1.75,1.25,0.5,1.5,3.5,24.25,4.95,0.1,-0.05,0.05,-0.3,24.5025,0.01,0.0025,0.0025,0.09
0.504265693,Rumeal Robinson,1990,10,23.58333333,Guard,188,195,30,1,34,6.7,13.7,0.49,5.1,9.8,0.522,1.6,3.9,0.41,4.2,6.2,0.676,1.93575,4.6565,3,6.1,1.4,0.5,4,3.3,19.2,10.27,0.577,0.549,0.285,0.451,12.0730303,16.53393939,2.918787879,19.3,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,2,0,0,0.5,36,8,15.5,0.516129,6.5,11,0.590909,1.5,4.5,0.333333,6,9.5,0.631579,0.5,3,3.5,8,0.5,0.5,4,3,23.5,4.3,0.5,1.9,-0.9,0,18.49,0.25,3.61,0.81,0
1.96561522,Tyrone Hill,1990,11,22.25,Forward,206,240,32,1,33.2,7.8,13.4,0.581,7.8,13.4,0.584,0,0.1,0,4.6,6.9,0.658,1.93575,4.6565,12.6,1.5,1,0.7,3.1,3.1,20.2,3.83,0.603,0.581,0.005,0.516,12.0730303,16.53393939,2.918787879,15.5,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,3,0,0,0.451816521,31.333333,6.333333,11.666667,0.542857,6.333333,11.333333,0.558824,0,0.333333,0,8.666667,10,0.866667,3.333333,9,12.333333,2,0.666667,1,2.333333,4.333333,21.333333,1.133333,-0.266667,0.5,-0.333333,0.3,1.284443689,0.071111289,0.25,0.111110889,0.09
-0.224426425,Alec Kessler,1990,12,23.41666667,Center,211,230,29,0.962664454,33.4,6.8,13.9,0.491,6.3,12.7,0.497,0.5,1.2,0.429,6.9,9.1,0.757,1.93575,4.6565,10.3,1.3,0.7,0.5,3.5,3.1,21,5.47,0.578,0.51,0.087,0.653,12.0730303,16.53393939,2.918787879,16.1,25.38030303,3.192870201,2.406764168,5.599085923,0.214559223,1,0,0,0.451816521,37,12,17,0.705882,12,17,0.705882,0,0,0,9,10,0.9,7,10,17,1,1,0,3,4,33,12,6.7,-0.3,0.3,-0.5,144,44.89,0.09,0.09,0.25
