Peak WSPG,Draft Year,Name,Pick,Draft Age,Year,Position,Height (cm),Weight (lbs),Height/Weight Ratio,Games,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Offensive Win Shares,Defensive Win Shares,Win Shares
2.708928571,2006,Jordan Farmar,26,19.58333333,2006,Guard,188,180,1.044444444,37,4.6,11.4,0.41,2.9,6.2,0.472,1.7,5.1,0.333,2.5,3.4,0.717,2.6,5.1,1.1,0.2,13.5,8.27,0.518,0.485,0.45,0.302,1.7,2.2,3.9
0,2006,Maurice Ager,28,22.33333333,2006,Guard,196,202,0.97029703,34,6.6,14.6,0.457,4.2,8.1,0.522,2.4,6.5,0.376,3.6,4.7,0.761,4.1,2.5,0.7,0.3,19.3,7.27,0.575,0.54,0.446,0.321,3.5,1,4.5
0,2006,Mardy Collins,29,21.83333333,2006,Guard,198,220,0.9,32,6.3,14.6,0.432,5,10.3,0.483,1.3,4.3,0.307,2.8,4.7,0.596,4.7,4,2.8,0.2,16.8,5.19,0.497,0.476,0.293,0.323,1.2,3.6,4.8
0,2006,James White,31,23.66666667,2006,Forward,201,200,1.005,33,5.4,11,0.488,3.9,7,0.552,1.5,4,0.374,4.1,4.8,0.838,5.1,2,1.1,0.8,16.3,8.41,0.612,0.555,0.361,0.441,3.6,2.3,5.8
0,2006,Steve Novak,32,23,2006,Forward,208,220,0.945454545,31,5.6,11.7,0.477,1.7,3.4,0.5,3.9,8.4,0.467,2.4,2.5,0.974,5.9,1.3,0.6,0.1,17.5,8.16,0.678,0.643,0.713,0.209,4.7,1,5.7
0,2006,Solomon Jones,33,21.91666667,2006,Center,208,230,0.904347826,29,4.8,9.9,0.484,4.8,9.8,0.488,0,0.1,0,3.6,4.7,0.778,9.8,1.3,0.9,3.1,13.2,4.65,0.545,0.484,0.007,0.47,1.8,1.8,3.6
0,2006,Paul Davis,34,21.91666667,2006,Center,211,270,0.781481481,33,6.2,11,0.566,6.1,10.5,0.58,0.2,0.6,0,4.8,5.6,0.87,9.1,1.6,1,0.9,17.5,7.27,0.64,0.574,0.052,0.505,4.4,1.9,6.3
0,2006,P.J. Tucker,35,21.08333333,2006,Forward,196,225,0.871111111,37,6.1,11.8,0.515,6,11.7,0.514,0.1,0.1,0,3.8,5.1,0.747,9.5,2.9,1.8,0.4,16.1,6.99,0.563,0.517,0.007,0.435,3.1,4.3,7.3
3.483185841,2006,Craig Smith,36,22.58333333,2006,Forward,201,250,0.804,36,6.8,11.8,0.573,6.7,11.4,0.587,0,0.3,0,4.1,6.3,0.643,9.4,3,1.2,0.8,17.6,6.1,0.595,0.574,0.028,0.535,3.9,2.8,6.7
0,2006,Bobby Jones,37,22.41666667,2006,Forward,201,215,0.934883721,33,3.4,7.2,0.473,2.5,4.6,0.556,0.9,2.7,0.33,2.7,3.6,0.746,4.9,1.3,1.2,0.5,10.4,5.96,0.581,0.533,0.368,0.494,1.8,2.1,3.9
0,2006,David Noel,39,22.33333333,2006,Guard,198,230,0.860869565,31,5.1,9.6,0.532,3.8,6.6,0.58,1.3,3,0.424,1.5,2.3,0.625,6.8,3.5,1.1,0.7,12.9,7.77,0.604,0.598,0.31,0.242,2.5,2.1,4.6
0,2006,James Augustine,41,22.33333333,2006,Forward,208,235,0.885106383,33,5.3,8.5,0.624,5.2,8.4,0.625,0,0.1,0,3,4.6,0.651,9.1,1.8,1.4,0.7,13.6,6.29,0.638,0.625,0.007,0.545,3.7,4.8,8.6
0,2006,Daniel Gibson,42,20.33333333,2006,Guard,188,190,0.989473684,37,4.4,10.9,0.405,1.7,3.7,0.456,2.7,7.2,0.38,1.9,2.6,0.726,3.6,3.1,1.3,0.3,13.4,6.99,0.555,0.531,0.662,0.236,2.4,2.6,5
0,2006,Alexander Johnson,45,23.33333333,2006,Center,206,240,0.858333333,29,4.4,8.1,0.54,4.1,7.1,0.573,0.3,1,0.31,4.1,5.9,0.706,7.4,0.7,1.1,1,13.2,4.86,0.606,0.56,0.123,0.723,2.4,2.2,4.6
0,2006,Dee Brown,46,21.83333333,2006,Guard,183,185,0.989189189,33,4.8,13.2,0.359,2.4,5.9,0.407,2.4,7.4,0.321,2.4,3.1,0.757,3.1,5.8,1.6,0,14.2,6.29,0.484,0.449,0.556,0.236,0.7,2.7,3.4
8.384684685,2006,Paul Millsap,47,21.33333333,2006,Forward,203,245,0.828571429,33,7.8,13.7,0.571,7.7,13.3,0.578,0.2,0.4,0,3.8,6.2,0.623,13.3,1.1,1.9,2.3,19.6,2.55,0.59,0.576,0.031,0.451,4.1,6.7,10.8
5.447945205,2006,Leon Powe,49,22.41666667,2006,Forward,203,240,0.845833333,27,6.6,13.3,0.496,6.5,13,0.5,0.1,0.3,0,7.2,10,0.719,10.1,1.4,0.9,0.6,20.5,8.84,0.567,0.5,0.025,0.752,2.9,2,5
0,2006,Ryan Hollins,50,21.66666667,2006,Center,213,230,0.926086957,33,2.5,4.1,0.619,2.5,4.1,0.619,0,0,0,2,3.3,0.602,4.8,0.3,0.2,0.9,7,8.27,0.623,0.619,0,0.806,1.8,2.1,3.9
0,2006,Guillermo Diaz,52,21.25,2006,Guard,188,192,0.979166667,34,5.7,13.7,0.415,3.4,7.4,0.458,2.3,6.3,0.364,3.5,4.5,0.789,2.9,2.9,1.1,0.2,17.2,7,0.543,0.499,0.458,0.325,2.6,1.4,4
0,2006,Hassan Adams,54,22,2006,Guard,193,220,0.877272727,31,7.5,15.8,0.478,7,13.7,0.511,0.5,2.1,0.262,1.9,3.1,0.611,5,2.9,2.6,0.5,17.5,10.09,0.507,0.495,0.133,0.194,1.2,2.6,3.9
0,2006,Will Blalock,60,22.75,2006,Guard,183,205,0.892682927,30,5.9,13.2,0.447,4.3,9.3,0.468,1.6,3.9,0.398,2,3,0.659,3.3,6.1,2.2,0.1,15.4,7.3,0.525,0.506,0.298,0.23,1.5,1.4,2.9
0,2007,Greg Oden,1,19.41666667,2007,Center,213,250,0.852,32,5.9,9.6,0.616,5.9,9.6,0.616,0,0,0,3.8,6.1,0.628,9.6,0.7,0.6,3.3,15.7,9.03,0.626,0.616,0,0.638,3.6,4.6,8.2
18.61269841,2007,Kevin Durant,2,18.75,2007,Forward,206,215,0.958139535,35,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6,7.3,0.816,11.1,1.3,1.9,1.9,25.8,6.12,0.587,0.536,0.314,0.396,4.7,4.1,8.8
10.22469136,2007,Al Horford,3,21,2007,Forward,208,245,0.848979592,38,4.9,8.1,0.608,4.9,8,0.612,0,0.1,0,3.4,5.3,0.644,9.5,2.2,0.7,1.8,13.2,7.33,0.624,0.608,0.007,0.66,3.5,4,7.5
9.344186047,2007,Mike Conley,4,19.66666667,2007,Guard,185,180,1.027777778,39,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.694,3.4,6.1,2.2,0.3,11.3,9.03,0.584,0.552,0.223,0.466,2.7,3.4,6.1
4.993589744,2007,Jeff Green,5,20.83333333,2007,Forward,206,235,0.876595745,37,5.3,10.3,0.513,4.3,7.7,0.559,1,2.6,0.375,2.7,3.5,0.775,6.4,3.2,0.8,1.2,14.3,9.48,0.596,0.56,0.251,0.338,3.5,2.7,6.3
2.85047619,2007,Corey Brewer,7,21.25,2007,Forward,206,185,1.113513514,37,4.6,9.6,0.475,3.5,6.4,0.544,1.1,3.2,0.336,3,4.2,0.723,4.7,2.9,1.9,0.4,13.2,7.33,0.57,0.531,0.334,0.435,2.5,2.6,5.1
6.09005848,2007,Brandan Wright,8,19.66666667,2007,Forward,206,205,1.004878049,37,6.2,9.5,0.646,6.2,9.5,0.646,0,0,0,2.4,4.2,0.567,6.2,1,1,1.8,14.7,9.3,0.637,0.646,0,0.445,3.7,4,7.6
10.20340909,2007,Joakim Noah,9,22.33333333,2007,Center,211,232,0.909482759,40,4.3,7.1,0.607,4.3,7.1,0.606,0,0,0,3.3,5,0.663,8.4,2.3,1.1,1.8,12,7.33,0.631,0.609,0.004,0.698,3.5,4.2,7.7
3.559148936,2007,Spencer Hawes,10,19.16666667,2007,Center,213,245,0.869387755,31,6.2,11.7,0.532,6.2,11.6,0.533,0,0.1,0,2.4,3.2,0.755,6.4,1.9,0.5,1.7,14.9,6.5,0.563,0.533,0.008,0.27,2,2.4,4.4
0,2007,Acie Law,11,22.41666667,2007,Guard,190,195,0.974358974,34,6.4,12.7,0.5,5.2,10.3,0.51,1.1,2.4,0.458,4.2,5.4,0.778,3.3,5,1.1,0,18.1,5.12,0.591,0.544,0.192,0.428,3.8,2.1,5.9
4.96969697,2007,Thaddeus Young,12,19,2007,Forward,203,220,0.922727273,31,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3,0.419,1.7,2.3,0.743,4.9,2,1.3,0.4,14.4,9.36,0.552,0.531,0.251,0.189,1.8,1.5,3.3
0,2007,Julian Wright,13,20.08333333,2007,Forward,203,225,0.902222222,38,5,9.1,0.549,4.9,8.8,0.562,0.1,0.3,0,1.9,3.1,0.613,7.8,2.2,1.4,1.3,12,6.86,0.566,0.553,0.038,0.344,2.2,4.4,6.6
0,2007,Al Thornton,14,23.5,2007,Guard,203,220,0.922727273,35,7,13.1,0.53,5.9,10.8,0.549,1,2.3,0.444,4.7,6,0.79,7.2,0.7,1.5,1.1,19.7,8.63,0.616,0.57,0.176,0.457,4.5,2.1,6.6
4.895522388,2007,Rodney Stuckey,15,21.16666667,2007,Guard,196,205,0.956097561,29,7.8,17.3,0.453,6.3,11.7,0.541,1.5,5.6,0.267,7.4,8.8,0.846,4.7,5.5,2.4,0.3,24.6,-2.94,0.573,0.496,0.321,0.507,3.1,0.5,3.6
2.501,2007,Nick Young,16,22,2007,Forward,198,200,0.99,37,6.5,12.3,0.525,5.3,9.6,0.549,1.2,2.7,0.44,3.4,4.3,0.786,4.6,1.4,0.7,0.3,17.5,7.87,0.61,0.574,0.22,0.349,4.3,1.5,5.8
0,2007,Sean Williams,17,20.75,2007,Forward,208,235,0.885106383,15,4.2,7.7,0.548,4.2,7.7,0.548,0,0,0,3.7,5.3,0.7,6.9,1.2,1.4,5,12.1,9.21,0.595,0.548,0,0.696,1.1,1.3,2.3
0,2007,Javaris Crittenton,19,19.5,2007,Guard,196,200,0.98,32,4.9,11,0.45,3.8,7.8,0.488,1.1,3.2,0.356,3.4,4.3,0.783,3.7,5.8,2,0.1,14.4,9.36,0.552,0.501,0.288,0.393,2,1.7,3.6
2.68452381,2007,Jason Smith,20,21.25,2007,Forward,213,240,0.8875,30,5.8,10.1,0.579,5.8,10,0.585,0,0.1,0,5.1,6.7,0.77,10.1,1.9,0.5,1.6,16.8,3.71,0.635,0.579,0.01,0.662,3.6,1,4.7
0,2007,Daequan Cook,21,20.16666667,2007,Guard,196,205,0.956097561,39,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.697,4.3,1,0.7,0.3,9.8,9.03,0.548,0.53,0.41,0.208,1.6,1.9,3.5
5.729257642,2007,Jared Dudley,22,21.91666667,2007,Forward,201,225,0.893333333,30,6.5,11.6,0.562,5.2,8.6,0.602,1.3,2.9,0.443,4.7,6.4,0.743,8.3,3,1.4,0.3,19,9.21,0.652,0.618,0.254,0.55,4.4,1.4,5.8
4.426548673,2007,Wilson Chandler,23,20.08333333,2007,Forward,203,220,0.922727273,34,5.7,12.7,0.45,4.6,9.2,0.494,1.1,3.4,0.333,2.1,3.1,0.654,6.9,1.4,0.6,1.4,14.6,8.53,0.516,0.495,0.271,0.248,1.3,2.6,3.9
0,2007,Morris Almond,25,22.33333333,2007,Guard,198,225,0.88,32,8.2,17,0.483,5.8,11.7,0.496,2.4,5.3,0.456,7.5,8.9,0.846,6.6,1.2,1.2,0.8,26.4,1.43,0.621,0.554,0.311,0.524,5.9,1.2,7.1
3.784615385,2007,Aaron Brooks,26,22.41666667,2007,Guard,183,161,1.136645963,35,6.1,13.2,0.46,3.8,7.6,0.502,2.3,5.7,0.404,3.3,3.9,0.846,4.3,4.3,1.4,0.2,17.7,6.3,0.589,0.546,0.428,0.294,3.6,2.2,5.7
6.082629108,2007,Arron Afflalo,27,21.66666667,2007,Guard,196,215,0.911627907,36,5.8,12.7,0.461,3.4,6.2,0.549,2.4,6.4,0.375,2.8,3.5,0.802,2.8,1.9,0.6,0.2,16.9,9.84,0.589,0.556,0.509,0.276,3.9,1.7,5.5
0,2007,Alando Tucker,29,23.33333333,2007,Guard,198,205,0.965853659,36,7.1,15.1,0.47,6,11.7,0.512,1.1,3.4,0.325,4.6,6.9,0.659,5.4,2,0.9,0.3,19.9,6.95,0.54,0.506,0.226,0.457,2.9,3.1,5.9
7.427225131,2007,Carl Landry,31,23.75,2007,Forward,206,248,0.830645161,34,6.4,10.8,0.597,6.3,10.2,0.618,0.1,0.6,0,5.9,8.1,0.726,7.3,1.2,1.2,0.9,18.9,8.89,0.645,0.602,0.052,0.755,5.2,3.2,8.4
0,2007,Gabe Pruitt,32,21.16666667,2007,Guard,193,170,1.135294118,26,4,9.6,0.416,2.2,4.3,0.496,1.8,5.3,0.35,2.6,3.3,0.8,2.8,4.3,1.8,0.3,12.5,7.87,0.558,0.512,0.548,0.34,1.6,1.5,3
0,2007,Marcus Williams,33,20.58333333,2007,Forward,201,205,0.980487805,30,6.5,13.2,0.494,5.8,10.6,0.546,0.8,2.7,0.288,2.7,3.9,0.695,6.7,2.2,1.1,0.8,16.6,10.76,0.549,0.523,0.202,0.297,1.9,1.5,3.4
0,2007,Nick Fazekas,34,22,2007,Forward,211,235,0.89787234,32,7.8,13.7,0.568,6.9,11.6,0.591,0.9,2,0.431,4,4.7,0.848,11.1,1.8,0.8,1.5,20.4,1.09,0.641,0.6,0.149,0.346,4.8,2.9,7.6
3.483937824,2007,Glen Davis,35,21.41666667,2007,Forward,206,289,0.712802768,29,6.1,12.7,0.484,5.6,11,0.505,0.6,1.7,0.347,4.8,6.7,0.713,10.4,2.3,1.1,1,17.7,7.44,0.556,0.507,0.133,0.53,2.4,2.9,5.3
0,2007,Jermareo Davidson,36,22.58333333,2007,Forward,208,230,0.904347826,30,5,12.2,0.407,4.8,11.7,0.414,0.1,0.5,0,3.9,5,0.775,8.2,1.5,0.8,2.3,14,6.24,0.479,0.413,0.044,0.413,0.2,2.5,2.7
4.247179487,2007,Josh McRoberts,37,20.33333333,2007,Forward,208,240,0.866666667,33,5,9.9,0.502,4.8,9.2,0.523,0.2,0.7,0,2.9,4.4,0.664,7.9,3.5,1.2,2.5,13,10.48,0.542,0.509,0.07,0.446,1.8,4.2,6
0,2007,Chris Richard,41,22.5,2007,Center,206,270,0.762962963,40,2.5,3.6,0.69,2.5,3.6,0.69,0,0,0,1.3,2.1,0.627,3.7,0.4,0.3,0.3,6.2,7.33,0.683,0.69,0,0.585,2.2,1.2,3.4
0,2007,Derrick Byars,42,23.16666667,2007,Guard,201,220,0.913636364,34,6.1,13.3,0.457,3.7,7,0.531,2.3,6.2,0.373,2.5,3.6,0.711,4.9,3.4,1.4,0.1,17,7.79,0.567,0.544,0.47,0.268,2.7,1.4,4.2
0,2007,Stephane Lasme,46,24.5,2007,Forward,203,215,0.944186047,33,5,8.2,0.611,5,8.2,0.611,0,0,0,3.5,5.7,0.622,9.5,0.8,0.9,5.1,13.5,0.97,0.622,0.611,0,0.696,3,4.6,7.5
0,2007,Dominic McGuire,47,21.66666667,2007,Guard,206,220,0.936363636,32,4.8,10.2,0.471,4.2,8.1,0.516,0.6,2.1,0.299,3.3,5.7,0.586,9.8,3.3,0.9,3.6,13.5,-0.14,0.526,0.502,0.206,0.557,1.4,4.4,5.8
2.097674419,2007,Aaron Gray,49,22.5,2007,Center,213,270,0.788888889,36,5.7,10,0.565,5.7,10,0.565,0,0,0,2.5,4.6,0.548,9.5,1.7,0.4,1.7,13.9,8.53,0.567,0.565,0,0.46,2.5,4.2,6.8
0,2007,JamesOn Curry,51,21.41666667,2007,Guard,190,190,1,35,5.8,12.8,0.452,3.3,6.7,0.489,2.5,6.1,0.411,3.3,4.1,0.793,3.2,3.7,1.2,0.3,17.3,6.34,0.588,0.55,0.479,0.324,3.4,1.2,4.6
0,2007,Taurean Green,52,20.58333333,2007,Guard,183,177,1.033898305,40,3.9,8.7,0.444,1.8,3.6,0.497,2.1,5.1,0.406,3.5,4.2,0.849,2.4,3.7,1.1,0,13.3,7.33,0.623,0.562,0.582,0.478,3.8,1.6,5.3
0,2007,Demetris Nichols,53,22.75,2007,Forward,203,216,0.939814815,35,6.4,14.4,0.447,3.6,7.5,0.475,2.9,6.9,0.417,3.2,3.8,0.85,5.4,1.5,1.4,1.1,18.9,6.47,0.586,0.547,0.477,0.264,3.6,2.3,5.9
4.378640777,2007,Ramon Sessions,56,21.16666667,2007,Guard,190,190,1,34,4.1,9.1,0.452,3.6,7.6,0.465,0.6,1.5,0.38,3.5,4.2,0.825,4.7,4.7,0.9,0.2,12.3,1.09,0.552,0.482,0.161,0.461,1.8,1.6,3.4
0,2007,D.J. Strawberry,59,22,2007,Guard,196,201,0.975124378,34,5.4,11.4,0.477,4.4,8.4,0.525,1,3,0.343,3,4.4,0.685,4.4,3.5,2,0.4,14.9,7.59,0.553,0.522,0.264,0.386,2.1,2.5,4.6
0,2008,Derrick Rose,1,19.66666667,2008,Guard,190,190,1,40,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.712,4.5,4.7,1.2,0.4,14.9,5.76,0.56,0.517,0.239,0.47,2.8,3.8,6.6
0,2008,Michael Beasley,2,19.41666667,2008,Forward,206,235,0.876595745,33,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,12.4,1.2,1.3,1.6,26.2,7.79,0.61,0.563,0.165,0.484,5.4,5.4,10.7
3.198,2008,O.J. Mayo,3,20.58333333,2008,Guard,193,210,0.919047619,33,7.2,16.2,0.442,4.5,9.7,0.464,2.7,6.5,0.409,3.7,4.6,0.803,4.5,3.3,1.5,0.4,20.7,8.59,0.562,0.524,0.401,0.284,3.4,1.8,5.2
11.52205128,2008,Russell Westbrook,4,19.58333333,2008,Guard,190,187,1.016042781,39,4.7,10,0.465,4,8.1,0.497,0.7,2,0.338,2.7,3.8,0.713,3.9,4.3,1.6,0.2,12.7,7.71,0.538,0.499,0.197,0.384,2,3.3,5.3
11.62470588,2008,Kevin Love,5,19.75,2008,Center,208,260,0.8,39,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,10.6,1.9,0.7,1.4,17.5,7.71,0.644,0.595,0.202,0.635,5.6,5.7,11.3
3.191616766,2008,Eric Gordon,7,19.5,2008,Guard,190,222,0.855855856,32,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.834,3.3,2.4,1.3,0.6,20.9,6.08,0.601,0.515,0.489,0.652,4.2,1.8,6
0,2008,Joe Alexander,8,21.5,2008,Guard,203,230,0.882608696,36,6.1,13.2,0.462,5.8,12,0.48,0.3,1.1,0.268,4.4,5.4,0.814,6.4,2.4,0.7,1.5,16.9,7.16,0.536,0.474,0.086,0.409,2.2,3.9,6.1
3.994871795,2008,D.J. Augustin,9,20.58333333,2008,Guard,183,180,1.016666667,38,6.4,14.5,0.439,4.4,9.4,0.471,1.9,5.1,0.381,4.6,5.8,0.783,2.9,5.8,1.2,0,19.2,8.59,0.557,0.506,0.352,0.401,3.4,2.6,6
9.206134969,2008,Brook Lopez,10,20.16666667,2008,Forward,213,260,0.819230769,27,6.8,14.6,0.468,6.8,14.3,0.475,0,0.2,0,5.7,7.2,0.789,8.2,1.4,0.6,2.1,19.3,6.95,0.537,0.468,0.015,0.494,2,3.5,5.4
3.151091703,2008,Jerryd Bayless,11,19.83333333,2008,Guard,190,200,0.95,30,5.8,12.6,0.458,3.8,7.8,0.489,2,4.8,0.407,6.2,7.4,0.839,2.7,4,1,0.1,19.7,10.22,0.612,0.536,0.384,0.59,4,0.8,4.8
3.858823529,2008,Jason Thompson,12,21.91666667,2008,Center,211,250,0.844,34,8.1,14.4,0.56,7.8,13.4,0.578,0.3,1,0.324,3.9,6.7,0.581,12.1,2.7,1.1,2.7,20.4,-3.72,0.579,0.571,0.069,0.466,3.5,3.4,6.9
3.295327103,2008,Brandon Rush,13,22.91666667,2008,Guard,198,210,0.942857143,38,4.7,10.9,0.435,2.6,5.9,0.448,2.1,5,0.419,1.8,2.3,0.779,5.1,2.1,0.8,0.8,13.3,8.2,0.557,0.531,0.461,0.208,2.3,2.8,5.1
0,2008,Anthony Randolph,14,18.91666667,2008,Forward,208,205,1.014634146,31,5.9,12.7,0.464,5.8,12.1,0.483,0.1,0.6,0,3.7,5.4,0.693,8.5,1.2,1.1,2.3,15.6,5.66,0.511,0.467,0.048,0.421,1.1,2.3,3.5
7.427802691,2008,Robin Lopez,15,20.16666667,2008,Center,213,255,0.835294118,36,3.9,7.3,0.534,3.9,7.3,0.533,0,0,0,2.4,3.7,0.652,5.7,0.6,0.5,2.3,10.2,6.95,0.565,0.536,0.004,0.504,1.8,4.1,5.9
2.858715596,2008,Marreese Speights,16,20.83333333,2008,Center,208,245,0.848979592,36,6,9.6,0.624,6,9.6,0.624,0,0,0,2.5,3.6,0.692,8.1,0.9,0.4,1.4,14.5,4.98,0.64,0.624,0,0.376,3.8,3.1,6.8
5.794666667,2008,Roy Hibbert,17,21.5,2008,Center,218,278,0.784172662,34,5.3,8.6,0.609,5.2,8.6,0.605,0.1,0.1,0,2.7,4.2,0.646,6.4,1.9,0.5,2.2,13.4,7.23,0.626,0.614,0.01,0.49,3.5,3.3,6.8
5.033103448,2008,JaVale McGee,18,20.41666667,2008,Forward,213,237,0.898734177,33,5.7,10.8,0.529,5.3,9.5,0.556,0.4,1.3,0.333,2.2,4.3,0.525,7.3,0.6,0.8,2.8,14.1,-0.11,0.55,0.549,0.118,0.395,1.8,2.2,4
4.432432432,2008,J.J. Hickson,19,19.75,2008,Forward,206,242,0.851239669,31,5.3,8.9,0.591,5.3,8.9,0.593,0,0,0,4.3,6.3,0.677,8.5,1,0.7,1.5,14.8,9.06,0.621,0.591,0.004,0.707,3.2,0.7,3.9
6.15,2008,Ryan Anderson,21,20.08333333,2008,Forward,206,216,0.953703704,33,7,14.2,0.49,5,9.5,0.53,1.9,4.7,0.41,5.2,6,0.869,9.9,1.4,0.4,0.5,21.1,8.45,0.618,0.559,0.333,0.424,4.4,1.1,5.5
3.514285714,2008,Courtney Lee,22,22.66666667,2008,Guard,196,200,0.98,36,7.2,15.1,0.477,5.3,10.3,0.515,1.9,4.8,0.397,4.1,5,0.822,4.9,2.1,1.8,0.8,20.4,0.24,0.585,0.541,0.32,0.331,4,2.9,6.9
3.533891213,2008,Kosta Koufos,23,19.33333333,2008,Forward,213,265,0.803773585,37,6,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,6.7,0.5,0.4,1.8,14.4,7.97,0.551,0.533,0.144,0.229,2.3,2.9,5.3
8.037623762,2008,George Hill,26,22.08333333,2008,Guard,188,180,1.044444444,32,6.9,12.6,0.545,5.3,9.2,0.58,1.5,3.4,0.45,6.2,7.7,0.812,6.8,4.3,1.8,0.4,21.5,-2.41,0.661,0.605,0.27,0.606,5.7,2.1,7.8
0,2008,Darrell Arthur,27,20.25,2008,Forward,206,225,0.915555556,40,5.4,9.9,0.543,5.3,9.6,0.555,0.1,0.3,0,2,2.9,0.702,6.3,0.8,0.5,1.3,12.8,8.2,0.569,0.546,0.03,0.289,2.5,3.3,5.8
0,2008,Donte Greene,28,20.33333333,2008,Forward,211,226,0.933628319,35,6.2,14.9,0.418,3.7,7.4,0.492,2.6,7.5,0.345,2.7,3.8,0.707,7.2,2,1.3,1.6,17.7,7.96,0.531,0.505,0.501,0.255,1.9,2,3.9
1.962393162,2008,D.J. White,29,21.83333333,2008,Forward,206,251,0.820717131,33,6.5,10.8,0.605,6.5,10.7,0.607,0,0.1,0,4.3,6.2,0.689,10.3,0.8,0.8,1.6,17.4,6.08,0.632,0.606,0.008,0.577,4.2,3.4,7.6
0,2008,J.R. Giddens,30,23.33333333,2008,Guard,196,215,0.911627907,33,6.4,12.3,0.516,5.6,10.1,0.557,0.8,2.3,0.333,2.8,4.8,0.586,8.8,3.1,1.4,1.2,16.3,1.72,0.558,0.547,0.184,0.386,2.5,4.7,7.2
0,2008,Walter Sharpe,32,21.91666667,2008,Forward,206,245,0.840816327,12,5.7,10.8,0.523,5.7,10.6,0.535,0,0.3,0,2.8,5.4,0.523,6.8,1.7,1.2,1.8,14.2,2.09,0.528,0.523,0.023,0.5,0.5,1.2,1.7
0,2008,Joey Dorsey,33,24.5,2008,Forward,203,268,0.757462687,38,2.8,4.4,0.647,2.8,4.4,0.647,0,0,0,1.2,3.1,0.378,9.5,0.5,1.1,1.9,6.9,5.76,0.584,0.647,0,0.713,1.4,6,7.5
4.818957346,2008,Mario Chalmers,34,22.08333333,2008,Guard,185,190,0.973684211,39,4.2,8.2,0.516,2.3,4.2,0.562,1.9,4,0.468,2.5,3.3,0.746,3.1,4.3,2.5,0.6,12.8,8.2,0.656,0.631,0.491,0.409,4.1,3.4,7.5
10.03333333,2008,DeAndre Jordan,35,19.91666667,2008,Center,211,250,0.844,35,3.2,5.2,0.617,3.2,5.2,0.617,0,0,0,1.5,3.4,0.437,6,0.4,0.2,1.3,7.9,7.46,0.58,0.617,0,0.65,1.6,2.8,4.4
3.507777778,2008,Luc Mbah a Moute,37,21.75,2008,Forward,203,230,0.882608696,33,3.5,7.4,0.478,3.4,6.7,0.509,0.2,0.8,0,1.5,2.2,0.689,6,1.5,1,0.5,8.8,7.71,0.518,0.488,0.102,0.302,0.8,2.8,3.6
0,2008,Kyle Weaver,38,22.33333333,2008,Guard,198,201,0.985074627,35,3.9,8.5,0.463,3.3,6.6,0.491,0.7,1.9,0.364,3.6,4.9,0.733,5.3,4.3,1.7,0.7,12.2,6.35,0.561,0.503,0.221,0.577,2.4,3.6,6
0,2008,Sonny Weems,39,21.91666667,2008,Forward,198,203,0.975369458,34,5.8,12.5,0.464,4.2,8.2,0.513,1.6,4.3,0.37,1.8,2.2,0.803,4.5,2.6,1.3,0.2,15,6.73,0.552,0.527,0.344,0.179,2.2,1.6,3.8
2.788,2008,Chris Douglas-Roberts,40,21.41666667,2008,Guard,201,200,1.005,40,6.5,12,0.541,5.4,9.3,0.578,1.1,2.7,0.413,4,5.7,0.712,4.1,1.8,1.2,0.5,18.1,5.76,0.617,0.588,0.228,0.472,4.9,3.2,8.1
0,2008,Sean Singletary,42,22.75,2008,Guard,183,185,0.989189189,33,6.2,14.4,0.426,4.4,9.6,0.456,1.8,4.8,0.367,5.7,6.7,0.851,3.8,6.1,1.8,0,19.8,5.63,0.562,0.487,0.332,0.466,3,1.7,4.6
0,2008,Patrick Ewing,43,24.08333333,2008,Forward,203,240,0.845833333,34,2.2,4.1,0.529,1.8,2.8,0.649,0.4,1.4,0.283,1.4,2.1,0.658,4.2,1.8,1,0.7,6.1,7.23,0.598,0.575,0.329,0.521,1.4,2,3.4
